"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Brick Run Mile Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 3X1 miles in zone 2b (race pace) with .25 miles zone 1 recovery in-between 5 minutes in zone 1-2","1.00083333333333","7856","2024-08-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 1 easy effort spin","Bike","45 minutes in Zone 1","0.75","","2024-08-06","This is designed as a low effort ride with a focus on active recovery. This is a great workout to work on maintaining a high cadence if you are used to keeping it under 88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 4 Pyramid Run","Run","Warm up in zone 1-2 for 20 minutes then do: 1 minutes in zone 4 on 2 minutes easy recovery in-between 2 minutes in zone 4 on 2 minutes recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 2 minutes zone 4 on 2 minutes recovery in-between 1 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2","0.833333333333333","","2024-08-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Build Pyramid","Bike","Main Set-5 minutes in low Zone 1 -5 minutes in high Zone 1 -10 minutes in low Zone 2 -20 minutes in high Zone 2 -10 minutes in low Zone 2 -5 minutes in high Zone 1 -5 minutes in low Zone 1","1","","2024-08-07","The warm up and cool down are included in the main set. Effort will start in low Zone 2, go to high Zone 2 and back to low Zone 1. Don't go above Zone 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25s Sprint workout","Swim","200 zone 1 easy warm up 3x100 Zone 4 50 kick 50 swim WITH fins, so these need to be HARD 2x(4x25 Zone 5) done as: #1: build DOWN (fat to slow) #2: build up (slow to fast) #3: easy #4: all out SPRINT 100 Zone 1 easy cool down","0.35259733359019","822.960021972656","2024-08-07","This workout requires fins to be done as written, but can be done without.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance Swim #3","Swim","Warm Up: 200 Zone 1 easy 4X1000 Zone 2b 100 easy Zone 1 cool down","1.53733377668593","3931.92016601563","2024-08-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 2b Long Run","Run","Warm up in zone 1-2 for 15 minutes then do: 4x25 minutes in zone 2b with 3 minutes zone 1-2 recovery in-between cool down for 10 minutes in zone 1-2","2.28333333333333","","2024-08-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vo2 intervals","Bike","Warm Up: -5 minutes Zone 1 -5 minutes low Zone 2 -10 minutes high zone 2 Main Set: -10 x 1 minute sprints in Zone 5 with 2 minutes of recovery in Zone 1 in between intervals Cool Down: -4 minutes Zone 1","0.75","","2024-08-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-08-08","","4000","","","","","1.19343747986688","0.930882010705143","","23","","139","165","","","1.16377180398576","188.11","37","30","2","0","0","0","0","","","","","","","","","","","","","","",""
"500s Swim","Swim","Warm up Zone 1: 200 swim, 6x50 build (each one gets faster) 4x50 Zone 1 -25 drill/ 25 swim 2x100 Zone 2 pull Main Set: 2x500 Zone 2-3 4x50 Zone 5 SPRINT Cool Down Zone 1: 100 easy","0.860143999523587","2011.68005371094","2024-08-09","This workout requires paddles as written, but can be done without. You may drill with or without fins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","30 minutes in zone 1","0.5","","2024-08-09","Nice and easy run!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Muscular Endurance","Bike","Warm Up: -5 minutes Zone 1 -20 minutes Zone 2 -5 minutes Zone 1 Main Set: -4 x 5 minutes in Zone 3 with 3 minutes of recovery in Zone 1 in between intervals Cool Down: -28 minutes in Zones 1-2","1.5","","2024-08-10","These are Zone 3 efforts to build muscular endurance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 2 Run","Run","Warm up for 5 minutes in zone 1 main set: 40 minutes in zone 2 cool down: 5 minutes zone 1","0.833333333333333","","2024-08-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75 Sprints Swim","Swim","Warm Up Zone 1: 200 swim, 200 kick, 200 pull 12x50 Zone 5 free (20 seconds rest) 100 easy 4x25 Zone 5 free sprint on (10 seconds rest) 100 easy 4x50 Zone 5 (on 20 seconds rest) 200 easy 4x75 Zone 5 (on 25 seconds rest) 100 easy 4x100 Zone 5 sprint (rest 20 seconds) 200 Zone 1 cool down","0.918914224836561","2490.56005859375","2024-08-11","2900 yards. This workout requires paddles to be completed as written, but can be done without. You may kick with or without fins.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Today is a brick. Run right after the bike","Brick","","","","2024-08-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -30 minutes Zone 1 Main Set: -5 x 30 minutes at high Zone 2 - mid Zone 2b with 15 minutes of recovery in Zone 1 after each interval Cool Down Pyramid: -20 minutes low Zone 1 -20 minutes high Zone 1 -25 minutes low Zone 2 -20 minutes high Zone 1 -20 minutes low Zone 1","4","","2024-08-11","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be above the pace you plan on racing at. These are long race efforts, use them to be comfortable in aero and to get used to what race day will feel like","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brick Run Mile Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 3X1 miles in zone 2b (race pace) with .25 miles zone 1 recovery in-between 5 minutes in zone 1-2","1.00083333333333","7856","2024-08-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day!","Day Off","","","","2024-08-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 4 Pyramid Run","Run","Warm up in zone 1-2 for 20 minutes then do: 1 minutes in zone 4 on 2 minutes easy recovery in-between 2 minutes in zone 4 on 2 minutes recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 2 minutes zone 4 on 2 minutes recovery in-between 1 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2","0.833333333333333","","2024-08-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy mixed Effort spin","Bike","45 minutes in Zones 1-2","0.75","","2024-08-13","Choose to do this in Zone 1 or 2 based off of how you're feeling but don't go above zone 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Building steady effort","Bike","Warm Up: -10 minutes Zone 1 Main Set: -60 minutes Zone 2 Cool Down: -5 minutes Zone 1","1.25","","2024-08-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"500s Swim","Swim","Warm up Zone 1: 200 swim, 6x50 build (each one gets faster) 4x50 Zone 1 -25 drill/ 25 swim 2x100 Zone 2 pull Main Set: 2x500 Zone 2-3 4x50 Zone 5 SPRINT Cool Down Zone 1: 100 easy","0.860143999523587","2011.68005371094","2024-08-14","This workout requires paddles as written, but can be done without. You may drill with or without fins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vo2 step up intervals","Bike","Warm Up: -10 minutes Zone 1 -10 minutes low Zone 2 -10 minutes high zone 2 Main Set: -7 x 1 minute sprints done as :30 seconds in Zone 4, :30 seconds in Zone 5 with 2 minutes of recovery in Zone 1 in between intervals Cool Down: -9 minutes Zone 1","1","","2024-08-15","These intervals start in Zone 4 and end in Zone 5. A interval set that mixes up the interval efforts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","40 minutes in zone 1","0.666666666666667","","2024-08-16","Nice and easy run!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sprints!","Swim","Warm up with: 200 swim 100 kick 200 pull Really focus on your form during the warm-up because you MUST keep good form on these sprints. You will have slower times to start with, but they will begin to drop as good form becomes second nature. Main Set: 8x100 ALL OUT SPRINT! I want the recovery between these sets to be 2-3 minutes. I want your HR to come all the way back down, and the lactic acid to build up in your arms and legs. These need to be ALL OUT! As fast as humanly possible. That's the only reason you get such a long rest is because you need to be spent by the end of each 100. Also, these cannot get slower. I would prefer if they got faster. Record your times! 50s on one minute 15 seconds. I want you to do 10x50 sprints LEAVING on 1:15, so watch the clock! These are not necessarily all out, but still a sprint. 10x25 on 30 seconds. These ARE all out, and I want you leaving the wall at 30 seconds. Don't sandbag these because they're at the end of the workout. Cooldown: 200 easy swim","0.5","1188.71997070313","2024-08-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pyramid of Pain","Swim","Warm Up Zone 1: 300 easy swim 100 kick pyramid Zone 1-5 (20 seconds rest in-between) 50 fast 100- (50 fast, 50 easy) 150-(50 fast, 50 easy, 50 fast) 200-(50 fast, 50 easy, 50 fast, 50 easy) 250- (50 fast, 50 easy, 50 fast, 50 easy, 50 fast) 150-(50 fast, 50 easy, 50 fast) 100-(50 fast, 50 easy) 50 fast 200 Zone 1 pull","0.641666666666667","1691.64001464844","2024-08-16","1850 yards. Paddles are required to do this workout as written, but you can complete it without. You may kick with or without fins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Muscular Endurance broken intervals","Bike","Warm Up: -5 minutes Zone 1 10 minutes Zone 2 Main Set: -4 x 6 minutes done as 2 minutes in Zone 3, 1 minute in Zone 4, 2 minutes in Zone 3, 1 minute in Zone 4 with 3 minutes of recovery in Zone 1 in between interval sets -30 minutes Zone 2 Cool Down: -9 minutes Zone 1","1.5","","2024-08-17","These are zone 3 efforts broken up with zone 4 sprints to increase speed while working on muscular endurance.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Short Sprints","Swim","Warm up Zone 1: 200 easy, 8x50 drill/swim 4x25 Zone 5 sprint free 4x25 Zone 1 fast kick 4x25 Zone 5 sprint 100 Zone 1 easy swim 4x25 Zone 5 sprint free 100 Zone 1 easy 4x25 Zone 5 sprint free 100 Zone 1 pull easy 4x25 Zone 5 sprint free 2x200 Zone 3 200 Zone 1 cool down easy","0.833986221949259","1920.23999023438","2024-08-18","This workout requires paddles to complete it as written, but can be done without. You may kick and drill with or without fins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Zone 2 Run","Run","Warm Up: 5 minutes in zone 1 Main Set: 50 minutes in zone 2 Cool Down: 5 minutes in zone 1","1","","2024-08-18",".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-08-18","","6350","","","","","1.45642249001397","1.21113866107191","","27","","140","164","","","1.51388839861293","505.32","41","42","2","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2024-08-18","","174859.09375","","","","","6.69041347503662","7.26000022888184","","61","","147","178","","","0.74647070864575","433.11","46","187","133","65","3","1","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2024-08-18","","42693.83984375","","","","","5.72749328613281","2.07100009918213","","152","","128","146","","","0.84116438785832","468.95","208","50","0","0","0","0","0","","","","","","","","","","","","","","",""
"Rest Day","Day Off","Rest day.","","","2024-08-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy mixed Effort spin","Bike","45 minutes in Zones 1-2","0.75","","2024-08-20","Choose to do this in Zone 1 or 2 based off of how you're feeling but don't go above zone 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 10 minutes in zone 1-2 then do: 6X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","0.833333333333333","","2024-08-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Building","Bike","Warm Up: -7 minutes Zone 1 Main Set: 4 x 16 minutes in Zone 2 with 1 minute of recovery in Zone 1 between intervals","1.25","","2024-08-21","This is a base building workout in Zone 2 broken up by short recoveries in Zone 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Broken 500s","Swim","Warm up Zone 1: 100 swim, 100 kick, 100 Pull 4x50 kick Zone 1 500 Zone 3 free broken done as: 150, 200, 150 on 15 seconds rest 100 Zone 2 pull on 20 seconds rest 500 free Zone 3 broken done as: 200, 100, 200 on 15 seconds rest 4x25 Zone 5 sprint 500 free Zone 3 broken done as: 100, 100, 100, 100, 100 on 15 seconds rest 100 Zone 1 easy cool down","0.876843110720317","2103.1201171875","2024-08-21","This workout requires paddles to be completed as written, but can be done without. You may kick with or without fins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vo2 short recovery intervals","Bike","Warm Up: -5 minutes Zone 1 -10 minutes low Zone 2 -10 minutes high zone 2 Main Set: -10 x 1 minute sprints in Zone 4 with 1 minute of recovery in Zone 1 between intervals Cool Down: -10 minutes zone 2 -5 minutes Zone 1","1","","2024-08-22","There are short rests in between intervals to help with recovery time. The effort on the intervals will be close to maximum effort","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25s Sprint workout","Swim","200 zone 1 easy warm up 8x100 Zone 4 50 kick 50 swim WITH fins, so these need to be HARD 3x(4x25 Zone 5) done as: #1: build DOWN (fat to slow) #2: build up (slow to fast) #3: easy #4: all out SPRINT 2x400 Zone 2 free build 100 Zone 1 easy cool down","0.84869022263421","2011.68005371094","2024-08-23","2200 yards. This workout requires fins to be done as written, but can be done without.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"easy ride","Bike","nice and easy ride for active recovery Don't worry about staying in a specific zones just ride","0.5","","2024-08-23","","19062.240234375","","","","","0.815555572509766","6.49300003051758","","56","","125","167","","","0.648312121284292","37.78","16","13","2","2","1","0","0","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","45 minutes Zone 1","0.75","","2024-08-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Muscular Endurance broken intervals","Bike","Warm Up: -5 minutes Zone 1 -10 minutes low Zone 2 -10 minutes high Zone 2 Main Set; -4 x 7 minutes done as 3 minutes in Zone 3, :30 seconds in Zone 4, 3 minutes in Zone 3, :30 seconds in Zone 4 with 3 minutes of recovery in Zone 1 in between interval sets -25 minutes Zone 2 Cool Down: -10 minutes zone 1","1.75","","2024-08-24","These are zone 3 efforts broken up with zone 4 sprints to increase speed while working on muscular endurance.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150s With alternating sprints","Swim","Warm up Zone 1: 200 swim, 200 kick, 200 pull 10x150 Zone 3 free done as: 4x150 free sprint the last 50 3x150 free sprint the last 100 2x150 sprint the first 50 1x150 ALL OUT 200 Zone 1 easy cool down","0.859491111967299","2103.1201171875","2024-08-25","2300 yards. This workout requires paddles to be done as written, but may be done without. You may kick with or without fins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 2 Run","Run","Warm up: 5 minutes in zone 1 Main Set: 60 minutes in zone 2 Cool Down: 5 minutes zone 1","1.16666666666667","","2024-08-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day!","Day Off","","","","2024-08-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Run Test","Run","Run Test! Warm up for 20 minutes in zone 1-2 then do: 20 minutes at a 5K or zone 3 effort 10 minutes easy zone 1-2 cool down","0.833333333333333","","2024-08-27","Warm up REALLY well before this test...I want you to be sweating before you start the test interval! Make sure you lap your watch or start your treadmill over so you have accurate and isolated data to calculate your run zones. The test interval should be done like you're racing a 5K...as fast as you can without slowing down or stopping! We then take your average pace for the test interval to calculate your run zones.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"easy swim","Swim","20 minutes easy swim","0.333333333333333","","2024-08-27","","2100","","","","","0.493931110170152","1.18043844856661","","23","","126","150","","","1.47625175181915","158.91","15","3","0","0","0","0","0","","","","","","","","","","","","","","",""
"Base Build Pyramid","Bike","Main Set: -5 minutes in low Zone 1 -5 minutes in high Zone 1 -5 minutes in low Zone 2 -15 minutes in high Zone 2 -5 minutes in low Zone 2 -5 minutes in high Zone 1 -5 minutes in low Zone 1","0.75","","2024-08-28","The warm up and cool down are included in the main set. Effort will start in low Zone 2, go to high Zone 2 and back to low Zone 1. Don't go above Zone 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sprints!","Swim","Warm up with: 200 swim 100 kick 200 pull Really focus on your form during the warm-up because you MUST keep good form on these sprints. You will have slower times to start with, but they will begin to drop as good form becomes second nature. Main Set: 8x100 ALL OUT SPRINT! I want the recovery between these sets to be 2-3 minutes. I want your HR to come all the way back down, and the lactic acid to build up in your arms and legs. These need to be ALL OUT! As fast as humanly possible. That's the only reason you get such a long rest is because you need to be spent by the end of each 100. Also, these cannot get slower. I would prefer if they got faster. Record your times! 50s on one minute 15 seconds. I want you to do 10x50 sprints LEAVING on 1:15, so watch the clock! These are not necessarily all out, but still a sprint. 10x25 on 30 seconds. These ARE all out, and I want you leaving the wall at 30 seconds. Don't sandbag these because they're at the end of the workout. Cooldown: 200 easy swim","0.5","1188.71997070313","2024-08-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike Test","Bike","Warm Up: -5 minutes zone 1 -10 minutes zone 2 -4 x :30 second sprints at Zone 4 with 1 minute of recovery in zone 1 in between intervals -4 minutes zone 2 Main Set: perform a 20 or 30-minute time trial going as hard as you can maintain for that entire duration (This should be done on a level course or on a trainer). Cool Down: 5 minutes zone 1","1","","2024-08-29","Use this workout to set or re confirm your zones. When setting your zones we share with the 80/20 calculator, so that is the calculator you will use inside of TrainingPeaks. The 80/20 calculator is based off of a 30 minute test, so doing a 30 minute test is going to be more accurate. If going off of watts plug in your average 30 minute power to calculate your bike power zones. A 20 minute test is still good to go off of, but if performing a 20 minute power test times your average 20 minute power by .95 to get your number to plug into the calculator. You can choose to go for 20 or 30 minutes. This is an all out effort. If going off of heart rate, take your highest 20 minute average heart rate and plug it into the 80/20 cycling heart rate calculator to set up your cycling heart rate zones.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2024-08-29","","1200","","","","","0.197228889465332","1.68302945301543","","21","","115","156","","","2.11260463817552","185.96","2","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 2 Run","Run","Warm up: 10 minutes in zone 1 Main Set: 35 minutes in zone 2 Cool down: 5 minutes zone 1 cool down","1","","2024-08-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim Test","Swim","Warm Up: 200 Swim, 200 Kick, 200 Pull 1,000 yard Time Trail! Cool Down: 100 easy","0.601666666666667","1554.47998046875","2024-08-31","STANDARD TEST 1,000 yard/meter time trial In this test, you swim 1,000 meters as fast as you can without a break. Then take your average 100-meter time for the test and apply that as your Threshold Swim Pace. In TrainingPeaks you can either enter your average 100-meter time in seconds under Threshold Pace, or you can select “Distance/Duration,” select the distance of your test and enter your result; the app will then calculate your threshold for you.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vo2 building duration intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -8 x 1 minute done as :30 seconds in Zone 4, :30 seconds in Zone 2 -5 minutes of recovery in Zone 1 -10 x 1 minute done as :30 seconds in Zone 4, :30 seconds in Zone 2 -5 minutes of recovery in Zone 1 Cool Down: 32 minutes of descending efforts done as -12 minutes high Zone 2 -10 minutes low Zone 2 -5 minutes high Zone 1 -5 minutes low Zone 1","1.25","","2024-09-01","These are high intensity sprints starting at 8 x (:30 seconds in Zone 4) and then at 10 x (:30 seconds zone 4) 5 minutes of recovery in zone 1 in between sets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","Rest day.","","","2024-09-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Building steady effort","Bike","Warm Up; -10 minutes Zone 1 Main Set: -30 minutes Zone 2 Cool Down: -5 minutes Zone 1","0.75","","2024-09-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 4 Pyramid Run","Run","Warm up in zone 1-2 for 20 minutes then do: 2 minutes in zone 4 on 2 minutes easy recovery in-between 3 minutes in zone 4 on 2 minutes recovery in-between 4 minutes in zone 4 on 2 minutes recovery in-between 3 minutes zone 4 on 2 minutes recovery in-between 2 minutes in zone 4 on 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2","0.9","","2024-09-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Build Pyramid","Bike","Main Set: -10 minutes in low Zone 1 -10 minutes in high Zone 1 -10 minutes in low Zone 2 -20 minutes in high Zone 2 -10 minutes in low Zone 2 -10 minutes in high Zone 1 -5 minutes in low Zone 1","1.25","","2024-09-04","The warm up and cool down are included in the main set. Effort will start in low Zone 2, go to high Zone 2 and back to low Zone 1. Don't go above Zone 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10x100","Swim","warm up Zone 1: 100 swim, 100 pull, 100 kick then 10x100 Zone 4 done as: 100 sprint, 100 easy (30 seconds rest) cool down Zone 1: 200 pull","0.593264443079631","1371.60009765625","2024-09-04","This workout requires paddles to be completed as written, but can be done without. You may kick with or without fins.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Muscular Endurance","Bike","Warm Up: -10 minutes Zone 1 -10 minutes Zone 2 Main Set: -2 x 10 minutes in Zone 3 with 5 minutes of recovery in Zone 1 after each interval Cool Down: -10 minutes Zone 1","1","","2024-09-04","Longer steady Muscular endurance sets working on strengthening your maximum sustained power","14509.91015625","","","","","0.663369417190552","6.07600021362305","","57","","130","168","","","0.695510056911675","35.2","8","9","3","7","1","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 4X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","0.833333333333333","","2024-09-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Short Sprints With Builds","Swim","Warm up Zone 1: 100 easy swim, 4X50 kick 8X25 Zone 5 sprint 4x50 Zone 5 sprint 2x100 Zone 1 easy 200 Zone 3 150 Zone 1 Pull 4x50 build Zone 4-5 (each one gets faster) 2x100 Zone 4-5 build (each one gets faster) 200 Zone 2b 150 Zone 1 pull 200 Zone 1 easy cool down","0.815277777777778","2011.68005371094","2024-09-05","2200 yards. This workout requires paddles to complete as written, but can be done without. You may kick with or without fins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Muscular Endurance","Bike","Warm Up: -5 minutes Zone 1 -5 minutes Zone 2 -5 minutes Zone 1 Main Set: -2 x 7 minutes in Zone 3 with 3 minutes of recovery in Zone 1 between intervals Cool Down: -10 minutes in Zones 1-2","0.75","","2024-09-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kick it Into Gear!","Swim","Warm up Zone 1: 100 swim, 100 kick, 100 pull Main Set: 700 Zone 2b swim concentrating on form and technique 8x150 Zone 4 WITH fins done as: 50 kick on back, 75 sprint 5x100 Zone 2 pull 200 Zone 1 cool down","1.0575791115231","2651.76000976563","2024-09-06","This workout requires fins and paddles as written, but can be done without.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","60 minutes in zone 1","1","","2024-09-07","Nice and easy run!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Short Sprints With Builds","Swim","Warm up Zone 1: 100 easy swim, 4X50 kick 8X25 Zone 5 sprint 4x50 Zone 5 sprint 2x100 Zone 1 easy 200 Zone 3 150 Zone 1 Pull 4x50 build Zone 4-5 (each one gets faster) 2x100 Zone 4-5 build (each one gets faster) 200 Zone 2b 150 Zone 1 pull 200 Zone 1 easy cool down","0.815277777777778","2011.68005371094","2024-09-07","2200 yards. This workout requires paddles to complete as written, but can be done without. You may kick with or without fins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vo2 step up intervals with foundation pyramid","Bike","Warm Up: -5 minutes Zone 1 -5 minutes low Zone 2 -10 minutes high zone 2 Main Set: 10 x 1 minute sprints done as :30 seconds in Zone 4, :30 seconds in Zone 5 with 2 minutes of recovery in Zone 1 between intervals Cool Down Pyramid: -5 minutes low Zone 1 -5 minutes high Zone 2 -5 minutes low Zone 2 -10 minutes high Zone 2 -5 minutes low Zone 2 -5 minutes high Zone 1 -5 minutes low Zone 1","1.5","","2024-09-08","These intervals start in Zone 4 and end in Zone 5. A interval set that mixes up the interval efforts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","Rest day.","","","2024-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy mixed Effort spin","Bike","45 minutes in Zones 1-2","0.75","","2024-09-10","Choose to do this in Zone 1 or 2 based off of how you're feeling but don't go above zone 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 6X3 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1","","2024-09-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 5 Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 8X1 minutes in zone 5 with 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2","0.733333333333333","","2024-09-10","These need to be FAST and all out!","6709.93017578125","","","","","0.73568195104599","2.53399991989136","","146","","147","174","","","1.01359996795654","83.11","16","18","8","5","0","0","0","","","","","","","","","","","","","","",""
"Base Building","Bike","Warm Up: -7 minutes Zone 1 Main Set: 4 x 16 minutes in Zone 2 with 1 minute of recovery in Zone 1 between intervals","1.25","","2024-09-11","This is a base building workout in Zone 2 broken up by short recoveries in Zone 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
